SNo.,Company Name,Domain Name,Overview,,Founded Year,City,State,Country,Is Funded,Total Funding (USD),Latest Funded Date,Latest Funded Amount,Latest Funded Amount (USD),Company Stage,Average days between last funding and acquisition,Is Acquired,Acquired By,Acquired Date,Acquired Year,Acquired Amount (USD),Acquisition Type,Is IPO,Editor's Rating,Editor's Rated Date,Soonicorn Club Status,Soonicorn Club Marked Date,Soonicorn Club Event Date,Practice Areas,Feed Name,Business Models,Institutional Investors,Angel Investors,Description,All Geographies Served,Company Emails,Company Phone Numbers,Founders' Info,Founders' Email Ids,Links to Founders' Profiles,Link to Employees,Annual Revenue (USD),Annual Revenue as on,Is Incorporated,Incorporation Date,Paid-up Capital at Incorporation (USD),Founders at Incorporation,Acquisition List,Stock Ticker,IPO Date,IPO Amount (USD),Revenue at IPO (USD),Market Capital at IPO (USD),Stock Price at IPO (USD),Is Deadpooled,Deadpooled Date,Part Of,Same As,,,,Website,Website Status,Website Status Last Updated,LinkedIn,Twitter,Facebook,Blog Url,Tracxn URL,Date Added,Annual Net Profit (USD),Annual Net Profit as on,Annual EBITDA (USD),Annual EBITDA as on,Latest Valuation (USD),Latest Valuation as on,Total Employee Count,Total Employee Count as on,Tracxn Score,Revenue Multiple,Revenue Multiple as on,Special Flags : Yes,Special Flags : No,Special Flags : Unknown,In rounds sheet
78,Gamee,gamee.com,Web-based casual game development company,,2014,Prague,Hlavni Mesto Praha,Czech Republic,Yes,,10/22/2018,,,Acquired,619,Yes,animocabrands.com,"jul. 02, 2020",2020,"6,530,000",Business Acquisition,No,4,"jul. 25, 2019",,,,"Consumer
Media & Entertainment
Mobile
Gaming
Gaming","Social Platforms
Mobile Gaming
PC & Console Gaming","Social Platforms > Interest Based > Gamers
Mobile Gaming > Game Developers > Casual > Social
PC & Console Gaming > Game Developers > Web Games > Casual Games","Credo Ventures
Bamboo Venture Partners
Index Ventures
Launchpad Accelerator
Day One Capital
3VC Seed
Initial Capital",,"Gamee is a web-based casual game development company for social platforms. It allows gamers to add friends, create challenges and play games with their social group using the platform. Also develops games for brands and allows game developers to upload their games on the platforms. The app is also available on App Store and Google Play store.",Czech Republic,hello@gameeapp.com,,"Bozena Rezab; Co-Founder & CEO; bozena@gamee.com; https://linkedin.com/in/bozenarezab; ex-Google, PPF Media, CMO Startup Bezrealitky, Ogilvy & Mather. University of Economics 2009
Miroslav Chmelka; Co-Founder & CTO; https://linkedin.com/in/miroslavchmelka; Co-Founder CLEEVIO, Spendee, Angee. Brno University of Technology 2011 & 2013
Jan Castek; Co-Founder & CPO; https://linkedin.com/in/jancastek; Co-Founder Spendee & Cleevio, Angee, ex-Lokola. University of Economics 2013
Lukas Stibor; Co-Founder; https://linkedin.com/in/stibor; Co-Founder Angee & CLEEVIO, Spendee, ex-Lokola.",bozena@gamee.com,"https://linkedin.com/in/bozenarezab
https://linkedin.com/in/miroslavchmelka
https://linkedin.com/in/jancastek
https://linkedin.com/in/stibor",http://www.linkedin.com/vsearch/p?f_CC=10062174,,,No,,,,,,,,,,,No,,,,,,,https://www.gamee.com,200,"ene. 25, 2021",https://linkedin.com/company/gamee,https://twitter.com/gameeapp,https://facebook.com/gameeapp,,https://tracxn.com/companies/hzxJUbq2VrJZSDi095vS4xlS9-gvaaje5AhGjIWxQ5c/gamee.com,"dic. 24, 2018",,,,,,,,,54.29,,,"Tech
Consumer
Enterprise
Software","Marketplace
SaaS
Tech Hardware
Social Impact
Artificial Intelligence","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
457,INVISEE,invisee.com,Online platform focused on investments in mutual funds,,2015,Jakarta,Jakarta,Indonesia,No,,NA,,,Acquired,,Yes,fundtastic.co.id,"ago. 13, 2020",2020,"6,480,360",Business Acquisition,No,3,"ago. 24, 2020",,,,FinTech,Investment Tech,Investment Tech > Online Trading Platforms > Public Market Funds > Mutual Funds,,,INVISEE is an online platform focused on investments in mutual funds. It allows users to buy and sell mutual funds through app-based platforms. Offers education & training sessions to users to assist in developing investment decisions. The application can be accessed on iOS and Android devices.,Indonesia,support@invisee.com,+62-2122455763,,,,,,,No,,,,,,,,,,,No,,,,,,,https://www.invisee.com,200,"ene. 25, 2021",https://linkedin.com/company/invisee/about,https://twitter.com/invisee_nsi,https://facebook.com/invisee,,https://tracxn.com/companies/JgApQLfIcAmwAUblJcrpiy8ssbHA3eeA2xBJXv1lxzo/invisee.com,"ago. 18, 2020",,,,,,,,,35.29,,,"Tech
Consumer
Software","Enterprise
Marketplace
SaaS
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
494,Nonstop Games,nonstop-games.com,Mobile Game developer specializing in mid-core games,,2011,Singapore,Singapore,Singapore,Yes,"2,900,000",3/19/2013,$3M,"2,900,000",Acquired,512,Yes,king.com,"ago. 13, 2014",2014,"6,000,000",Business Acquisition,No,,,,,,"Mobile
Gaming",Mobile Gaming,Mobile Gaming > Game Developers > Mid-Core > Multi Genre,"Creandum
Lifeline Ventures",,Nonstop games is a Singapore based mobile game developer specializing in mid-core games. In January 2014 the company released their first mid-core game - Heroes of Honor - a freemium MMORTS for the mobile and tablet platforms.,Singapore,contact@nonstop-games.com,,"Henrik Karlström; Co-Founder; http://linkedin.com/in/henrikkarlstrom; King, ex-Owner DigitalBooker Finland Oy, TietoEnator. Åbo Akademi 2005
Teemu Ikonen; Co-Founder & CTO; teemu.ikonen@nonstop-games.com; http://linkedin.com/pub/teemu-ikonen/1/966/992; Teknillinen korkeakoulu-Tekniska högskolan
Juha Paananen; Co-Founder & CEO; juha@nonstop-games.com; http://linkedin.com/pub/juha-paananen/0/29/267; Helsinki School of Economics. Helsinki School of Technology
Henric Suuronen; Co-Founder & President; henric@nonstop-games.com; http://linkedin.com/in/henrikkarlstrom; King, NonStop Games. ex-TietoEnator Oyj. Åbo Akademi MSc 2005","teemu.ikonen@nonstop-games.com
juha@nonstop-games.com
henric@nonstop-games.com","http://linkedin.com/in/henrikkarlstrom
http://linkedin.com/pub/teemu-ikonen/1/966/992
http://linkedin.com/pub/juha-paananen/0/29/267
http://linkedin.com/in/henrikkarlstrom",http://www.linkedin.com/vsearch/p?f_CC=2717814,,,No,,,,,,,,,,,No,,,,,,,http://nonstop-games.com,-1,"ene. 13, 2021",http://linkedin.com/company/nonstop-games,http://twitter.com/nonstopgamers,,http://nonstop-games.com/category/blog,https://tracxn.com/companies/nuJQ1nRkjmi6-k_j2TNbAS8nYYDYHfKepGgmpOm5KWw/nonstop-games.com,"oct. 27, 2015",,,,,,,,,33.88,,,"Tech
Consumer",Enterprise,"Marketplace
SaaS
Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
346,Almosafer Company,almosafer.com,Online platform for booking hotels,,2013,Riyadh,Riyadh Province,Saudi Arabia,No,,NA,,,Acquired,,Yes,altayyargroup.com,"jun. 01, 2015",2015,"6,000,000",Business Acquisition,No,3,"jul. 25, 2019",,,,"Consumer
Travel and Hospitality Tech",Online Travel,Online Travel > Accommodation > Hotel > Online Agency,,,"Almosafer is an online platform for booking hotels. Enables users to search, compare and book hotel rooms on the platform after providing relevant details. Its mobile app is avaialble for iOS and Android platforms.",Saudi Arabia,,+966-920000997,Ahmed Fouad Ahmed; Co-Founder; http://linkedin.com/in/ahmed-fouad-ahmed-59094aa8; Al Tayyar Travel Group.,,http://linkedin.com/in/ahmed-fouad-ahmed-59094aa8,http://www.linkedin.com/vsearch/p?f_CC=3144701,,,No,,,,,,,,,,,No,,,,,,,https://www.almosafer.com/ar,200,"ene. 18, 2021",http://linkedin.com/company/almosafer-company,http://twitter.com/almosafertravel,http://facebook.com/almosafertravel,,https://tracxn.com/companies/LKkT9-TNhhgt2fdjnJ9Gj8hDi410b0ngUs6jraHDswk/almosafer.com,"ago. 01, 2018",,,,,,,,,39.59,,,"Tech
Consumer","Enterprise
Marketplace
SaaS
Artificial Intelligence
Social Impact","Software
Tech Hardware
Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
526,Axado,axado.com.br,Shipping API with multiple carrier options,,2011,Florianopolis,Estado De Santa Catarina,Brazil,Yes,,10/23/2012,,,Acquired,1324,Yes,mercadolibre.com,"jun. 08, 2016",2016,"5,500,000",Business Acquisition,No,,,,,,"Consumer
Logistics Tech
Retail","Logistics Tech
E-Commerce Enablers","Logistics Tech > Ecommerce Logistics > Fulfillment Enablers
E-Commerce Enablers > Backend > Shipping & Fulfillment","ACE Startups
Bzplan
FIR Capital",,"Axado provides saas based shipping solutions for ecommerce. Its API easily integrates with ecommerce websites allowing an individual to choose a carrier option by compairing prices, route options while checking out. After which, Axado picks the product, packs it and sends it via the choosen carrier. Also provides tracking of packages and intelligence reports.",Brazil,,,"Guilherme Reitz; Founder & CEO; http://linkedin.com/in/guireitz; METTA Comércio Atacadista, AIRBUS SAS, AIESEC, Universidade do Estado de Santa Catarina
Leandro Meintanis Baptista; Founder & COO; leandro@axado.com.br; http://linkedin.com/pub/leandro-baptista/9/a6b/46b; Metta Comércio Atacadista, Portozelo Atacadista, Nycomed, Universidade Federal de Santa Catarina",leandro@axado.com.br,"http://linkedin.com/in/guireitz
http://linkedin.com/pub/leandro-baptista/9/a6b/46b",http://www.linkedin.com/vsearch/p?f_CC=2553993,,,No,,,,,,,,,,,No,,,,,,,http://axado.com.br,-1,"ene. 11, 2021",http://linkedin.com/company/axado,http://twitter.com/axado,,http://axado.com.br/blog,https://tracxn.com/companies/8BfRJfmow9Yimxq7f3WGQuVEjHrOlCuAQ6pQrtX9Yhw/axado.com.br,"nov. 05, 2015",,,,,,,,,32.85,,,"Enterprise
SaaS
Tech","Consumer
Marketplace","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
372,Payme,payme.uz,App-based mobile payment platform,,2016,Tashkent,Toshkent Shahri,Uzbekistan,No,,NA,,,Acquired,,Yes,tbcbank.ge,"abr. 12, 2019",2019,"5,500,000",Business Acquisition,No,4,"ene. 14, 2020",,,,FinTech,Payments,Payments > Consumer Payments > Vertical Payments > Bill Payments > Horizontal,,,"Payme is an app-based mobile payment platform. Services offered include a card to card money transfer, payments for government and public services, loan repayment, insurance payments, internet recharge, DTH recharge, air & railway ticket booking, etc. Supports QR code-based payments. Provides payment monitoring services which store the history of purchases, transfers, and receipts. Allows users to manage multiple UZCARDs. The app is available on Android and iOS platforms.",Uzbekistan,support@payme.uz,+998-712000205,,,,,,,No,,,,,,,,,,,No,,,,,,,https://payme.uz/,200,"ene. 20, 2021",,,https://facebook.com/payme.uz,,https://tracxn.com/companies/TgErqyr0nnYF8aOo4gJQw19fvmEg2Cu47HqLOALRoj8/payme.uz,"ene. 14, 2020",,,,,,,,,38.91,,,"Tech
Consumer
Software","SaaS
Marketplace
Enterprise
Tech Hardware
Social Impact
Artificial Intelligence","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
400,Bebitus,bebitus.com,Spanish online retailer for baby products,,2011,Espana,Durango,Mexico,Yes,,NA,,,Acquired,,Yes,windeln.de,"ago. 10, 2015",2015,"5,481,600",Business Acquisition,No,5,"jun. 20, 2020",,,,Retail,Mom & Baby Care,Mom & Baby Care > Commerce > Multi Category > Retailer,Catalonia Trade & Investment,,"Bebitus started with selling baby and toddler products for daily     needs and later on expanded into products such as strollers to serve customer needs.     After having developed the Spanish online shop successfully, bebitus expanded to France with     www.bebitus.fr late 2013 and to Portugal with www.bebitus.pt early 2014.     In 2014, bebitus generated revenues of approximately 7 million EUR with the majority coming from     Spain.",Mexico,,,"Guillem Sanz Marzà; Founder & CEO; guillem.sanz@bebitus.com; http://linkedin.com/pub/guillem-sanz-marz%C3%A0/10/4b5/93b; Founder- dingdong
Fidel Garcia; Co-Founder; http://es.linkedin.com/pub/fidel-garcia/1a/215/36b/en; Supply Chain Director- dingdong",guillem.sanz@bebitus.com,"http://linkedin.com/pub/guillem-sanz-marz%C3%A0/10/4b5/93b
http://es.linkedin.com/pub/fidel-garcia/1a/215/36b/en",http://www.linkedin.com/vsearch/p?f_CC=5158262,,,No,,,,,,,,,,,No,,,,,,,https://www.bebitus.com,200,"ene. 11, 2021",http://linkedin.com/company/bebitus,http://twitter.com/bebitusretail,http://facebook.com/bebitusretail,http://blog.bebitus.com,https://tracxn.com/companies/ulCIC7Em7HpnSA5XCP4kRXNenfjB5WaeUQJy8Y9Ym-U/bebitus.com,"ene. 27, 2020",,,,,,,,,37.73,,,"Consumer
Tech","Enterprise
Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
333,CloudPayments,cloudpayments.ru,Payment gateway service provider,,2014,Moscow,Moscow,Russia,Yes,"3,400,000",4/11/2016,$3M,"3,400,000",Acquired,701,Yes,tinkoff.ru,"mar. 13, 2018",2018,"5,101,680",Business Acquisition,No,,,,,,FinTech,Payments,Payments > Business Payments > Online Payments,Titanium Investments,,"CloudPayments provides payment solutions for the e-commerce market.  It offers payment solutions like customized payment page, accepting payments without site integration, payment form. Payment form is set by client script and opens in iframe-box without redirecting the user to the payment gateway site. It has cloud servers in Russia and Europe for transaction processing.",Russia,sales@cloudpayments.ru,+7-4953747860,"Dmitry Spiridonov; CEO and Co-Founder; http://ru.linkedin.com/in/spiridonovdmitry; ex-RBK Money, Slavel, Sibirtelecom. MSU 2012
Konstantin Yan; Co-Founder; konstantinyan@gmail.com; http://linkedin.com/in/konstantin-yan; ex-2can, RBK Money, PayOnline System, ASys Soft. Irkutsk State Economy Academy 2005",konstantinyan@gmail.com,"http://ru.linkedin.com/in/spiridonovdmitry
http://linkedin.com/in/konstantin-yan",http://www.linkedin.com/vsearch/p?f_CC=3758995,,,No,,,,,,,,,,,No,,,,,,,https://cloudpayments.ru/,200,"ene. 17, 2021",http://linkedin.com/company/cloudpayments,http://twitter.com/cloudpaymentsru,http://facebook.com/cloudpayments,,https://tracxn.com/companies/C7lXm4gGqf3IPthRZgbLGLpXzDweO6CYv-M6S9FI4Ak/cloudpayments.ru,"abr. 19, 2016",,,,,,,,,40.03,,,"Tech
Enterprise","SaaS
Consumer
Marketplace","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
388,iMoney Group,imoney-group.com,Comparison platform of financial products,,2012,Kuala Lumpur,Kuala Lumpur,Malaysia,Yes,"6,500,000",9/25/2014,$4M,"4,000,000",Acquired,1104,Yes,iselect.com.au,"oct. 03, 2017",2017,"4,150,000",Business Acquisition,No,5,"ago. 28, 2020",,,,"FinTech
FinTech","Alternative Lending
Banking Tech","Alternative Lending > Lead Generation Platforms > Loan Comparison Platforms > Consumer Loans > Diversified
Banking Tech > Savings Comparison Platform","Spiral Ventures
Econa
Rebright Partners
Fenox Venture Capital
iSelect
Jungle Ventures
Asia Venture Group
Cradle
Vogel Ventures
500 Startups
MAD Incubator",,"iMoney provides a comparison platform for financial products. It enables users to compare products such as consumer loans, mortgage loans, credit cards, insurance, savings & current accounts, and more. It provides rates on the basis of preferences.",Malaysia,founders@imoney-group.com,+60-321065434,"Bruno Araujo; ex-Co-Founder & COO; http://linkedin.com/in/bmtaraujo; Ex-CIMB, Citibank, Royal Bank of Scotland Group. University of Liverpool MBA 2006
Ching Wei Lee; Co-Founder; +60192761368; ching@imoney-group.com; http://linkedin.com/in/ching-wei-lee-b3330537; Ex-Frontier Investment Consulting, Shadforth Financial Group. University of Melbourne B.Com 2006
Mitul Lakhani; CEO; mitul@imoney-group.com; http://linkedin.com/in/mitul-lakhani-a40b781; ex- Churchill Capital International, CIBC World Markets. Imperial College London M.Eng 2001
See Wai Hun; CEO; https://linkedin.com/in/wai-hun-see-0a1a497b; CEO Juris Technologies. The University of Winnipeg BA, Stanford University Graduate School of Business 2019","ching@imoney-group.com
ching@imoney.my
ching@imoney.my
mitul@imoney-group.com","http://linkedin.com/in/bmtaraujo
http://linkedin.com/in/ching-wei-lee-b3330537
http://linkedin.com/in/mitul-lakhani-a40b781
https://linkedin.com/in/wai-hun-see-0a1a497b",http://www.linkedin.com/vsearch/p?f_CC=2828013,,,No,,,,,,,,,,,No,,,,,,,https://www.imoney-group.com,200,"ene. 15, 2021",https://www.linkedin.com/company/imoney-my,,http://facebook.com/imoney.my,,https://tracxn.com/companies/iJMOChVWx1D-Pj1vbiJ1Rl0urZgEZ0M0cxY4AEOvGOI/imoney-group.com,"nov. 24, 2017",,,,,,,,,38.13,,,"Consumer
Tech","Enterprise
Marketplace
SaaS","Software
Tech Hardware
Social Impact
Innovative
Artificial Intelligence
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
1396,Market Music,market-music.com,Provides cloud based digital signage solution,,2012,Moscow,Moscow,Russia,No,,NA,,,Acquired,,Yes,muzlab.ru,"sep. 21, 2020",2020,"4,000,000",Business Acquisition,No,3,"sep. 29, 2020",,,,Enterprise Applications,Tech for Traditional Advertising,Tech for Traditional Advertising > Out of Home > Digital OOH > Digital Signage,,,"Market Music provides a cloud-based digital signage solution. The platform provides software that adapts to the user's network, operating system, and hardware system. The platform provides different kinds of musical styles, licensed music, and more. The company provides the right kind of music to set the ambiance in the business. The company has clients KFC, Armani, Burger King, Kia, CalvinKlein, Decathlon, and McDonald's.",Russia,info@market-music.com,+7-4952601965,,,,,,,No,,,,,,,,,,,No,,,,,,,https://www.market-music.com,301,"ene. 17, 2021",https://linkedin.com/company/market-music,,,http://market-music.com/blog,https://tracxn.com/companies/z5Sz47umW2LVzJpvaShrCJpA_7SJ0gXn-jQ5ESbldzY/market-music.com,"sep. 24, 2020",,,,,,,,,9.56,,,"Tech
Enterprise
SaaS
Software","Consumer
Marketplace
Tech Hardware
Social Impact
Artificial Intelligence
Blockchain","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit",0
382,Captain Growth,captaingrowth.ai,AI-based advertising analytics platform,,2017,Kyiv,Kyiv City,Ukraine,No,,NA,,,Acquired,,Yes,perion.com,"abr. 01, 2019",2019,"3,750,000",Business Acquisition,No,4,"jul. 25, 2019",,,,Enterprise Applications,AdTech,AdTech > Campaign Management Platform > Multi-channel,,,"Captain Growth offers AI-based advertising analytics platform for optimizing and scaling ads in Facebook and Adwords. It provides AI-driven suggestions and automation for optimizing ads. It provides solutions such as budget allocation, changing bidding, excluding bad performing segments, stopping bad performing ads, scaling performing ads, and enhancing better performing segments.",Ukraine,support@captaingrowth.ai,,"Dmitriy Pleshakov; Co-Founder; d.pleshakov@captaingrowth.ai; https://linkedin.com/in/dmytropleshakov; Septa. Kyiv Nataional University 2014
Dmytro Bilash; Co-Founder; d.bilash@captaingrowth.ai; https://linkedin.com/in/dmytro-bilash-14b82139; Ex-Co-Founder Septa, RFE/RL. Taras Shevchenko National University","d.pleshakov@captaingrowth.ai
d.bilash@captaingrowth.ai","https://linkedin.com/in/dmytropleshakov
https://linkedin.com/in/dmytro-bilash-14b82139",,,,No,,,,,,,,,,,No,,,,,,,https://captaingrowth.ai,200,"ene. 31, 2021",https://linkedin.com/company/captaingrowth/about,https://twitter.com/captaingrowth,https://facebook.com/captaingrowth,http://captaingrowth.ai/ai,https://tracxn.com/companies/f9eS9uMv8x4EoIKZyqtWMGgs6aW2WnVInFG2paTrdY8/captaingrowth.ai,"jun. 12, 2019",,,,,,,,,38.44,,,"Tech
Enterprise
SaaS
Software
Artificial Intelligence","Consumer
Marketplace
Tech Hardware
Social Impact","Innovative
High IP
Goods
Service
Looks Scalable
Chain
Not for Profit
Blockchain",0
