name,idea,location,start_date,operating_years,number_employees,status,latest_funding_round
'Fresh Pawz','Fresh Pawz revitalizes the market of dog accessories by introducing streetwear influence.',Los Angeles US,2018,1.0,4,,
'Logit.io','Log management & analysis',Manchester UK,2013,7.0,11-50,,
'The SaaSy People','On Demand. 100% UK based. Outsourced Customer Support.',Birmingham UK,2019,2.0,11-50,,
'TUBR','TUBR is a mobile app helping people navigate crowds on public transport',London UK,2020,0.0,4,,
'RankedRight','Ranking security vulnerabilities the right way for your organization',London UK,2020,0.0,2,,
'Personify XP','AI & Automation Personalisation SAAS Technology',London UK,2018,2.0,51-100,,
'MiSentinel',"'Misentinel offers cloud-based workforce management (WFM) software that manages Scheduling, Reporting, Tracking & Lone Worker.'",Manchester UK,2019,1.0,51-100,,
'Billon','High-Performance Enterprise DLT System',London UK,2015,5.0,51-100,,
'Keevi','Keevi lets you repurpose any content in many formats within Minutes',London UK,2020,0.0,11-50,,
'Deets.co','Create hosted personal about pages with a powerful editor',Gravesend UK,2020,0.0,2,,
'Sensitrust',"'Sensitrust develops a platform where customers and professionals get in touch, strengthen their network, make deals and design new projects.'",London UK,2019,1.0,3,,
'MediaMarkup',"'Online collaboration, markup and approval for PDF, Image and Video files.'",New Malden UK,2018,2.0,2,,
'Skyrora',"'Skyrora is a launch services provider dedicated to delivering small satellites into orbit in a responsive, versatile, eco-friendly manner.'",Edinburgh UK,2017,3.0,101-250,,
'safepass.me','safepass.me is dedicated to help you identify and eliminate the use of breached passwords.',London UK,2018,2.0,11-50,,
'Jungly','Jungly makes it easy to manage and discover subscription services; removing stress for users and saving them money',London UK,2020,0.0,3,,
'BETALD','Autmatic invoice factoring',London UK,2016,4.0,5-10,,
'Verimail','Email address verification',London UK,2019,1.0,2,,
'Sivvy','Is your business suffering from spaghetti SaaS? Let Sivvy get a handle on user access to your business resources.',Edinburgh UK,2020,0.0,1,,
'Finverity','Finverity is a cross-border supply chain finance platform for mid-market.',London UK,2017,3.0,5-10,,
'Clear Review','Proven Continuous Performance Management Software',London UK,2016,4.0,11-50,,
'Luhhu',"""We're Zapier experts and help businesses automate their processes.""",London UK,2018,2.0,4,,
'Userfeel','Userfeel.com is the usability testing tool that gives you videos of real users speaking their thoughts as they use your website or app',London UK,2009,11.0,11-50,,
'Foundergiant','Find a cofounder for your business idea or join an existing startup. Create your own virtual startup and attract cofounders.',Brighton UK,2019,1.0,1,,
'Collection Hub','We match global companies with a network of 400 debt collection agencies in 130 countries',London UK,2017,2.0,11-50,,
'safepassme','safepass.me is dedicated to help you identify and eliminate the use of breached passwords.',London UK,2018,1.0,5-10,,
'Clunkk',"'A free social project management platform, that combines project management, networking, and a company/tool directory.'",London UK,2018,1.0,2,,
'Push React','Increases traction on websites by using social proof and urgency notifications',London UK,2019,0.0,1,,
'Bitcompare','A comparison site for the crypto industry',London UK,2019,0.0,5-10,,
'Mealz','Mealz is a SaaS platform that allows food brands to create recipe hubs and excel at recipe marketing.',London UK,2019,0.0,5-10,,
'Hatsumi',"'We are a research and design studio exploring the intersection of arts, health and immersive technology.'",Brighton UK,2018,1.0,2,,
'Moneypex','Moneypex is an affordable and powerful solution for business owners to keep track of their business finances.',Birmingham UK,2019,0.0,11-50,,
'immerj','Create Your Next Marketing Plan in Minutes!',London UK,2019,0.0,2,,
'Felix',"'Felix transforms your content & posts into video trailers, story slideshows and audio clips instantly!'",London UK,2019,0.0,4,,
'Veriphone',"'Veriphone is a phone number verification API.It will parse, format and validate phone numbers for all countries of the world.'",London UK,2019,0.0,1,,
'PushFar',"'Find a mentor, volunteer to mentor others, set career goals, network and grow professionally.'",London UK,2017,2.0,5-10,,
'hypersay','Goodbye old slides. Hello interactions!',London UK,2015,4.0,5-10,,
'Teebly',"'Teebly is the simple, secure way to manage important communications between companies and their clients from A to Z using the power of AI.'",London UK,2017,2.0,4,,
'Pitchroom',"'Manageable Virtual Data Room with ACL, watermarking and custom invite only guest list.'",London UK,2017,2.0,5-10,,
'Sponsor Made',"'Sponsor Made is a Sport / Esport Sponsorship Platform that allows brands to find, analyse, and compare global opportunities.'",London UK,2019,0.0,2,,
'Nomify - The Employee App',"'Nomify is an app that connects you to your employees. Recognize co-workers, issue documents, share news & events and book time off'",Leeds UK,2019,0.0,2,,
'VEED','Simple Online Video Editing',London UK,2018,1.0,2,,
'The Job Auction','Job Board and Auction Platform for Jobs and Skills',London UK,2018,1.0,5-10,,
'Qualdesk','Making user research quicker and better',London UK,2018,1.0,5-10,,
'Span','Remote care treatment for remission of type 2 diabetes',London UK,2018,1.0,5-10,,
'Upgrade Pack',"'Transforming how flight and hotel upgrades are attained, to bring our clients the ultimate loyalty benefit.'",London UK,2018,1.0,11-50,,
'novosound','Novosound sells sensors that push the limits of ultrasonic imaging and measurement.',Glasgow UK,2018,1.0,11-50,,
'Revively','Automate your Stripe dunning process by sending reminders with an easy way for your users to update their payment details',Bristol UK,2019,0.0,3,,
'Isimio','Scheduling for any date/time data with instant compliance check and matching algorithms',London UK,2019,0.0,2,,
'Codeac','Codeac helps developers fight technical debt and deliver better code faster.',London UK,2019,0.0,2,,
'The Tech Memo','A weekly 1-min summary of top tech news for busy founders and techies',London UK,2018,1.0,3,,
'Startup Tracker','Track startups from MVP to IPO',London UK,2015,4.0,3,,
'Migration Monster','Email Migration Tool for Office 365 & MS Exchange',Surrey UK,2015,4.0,11-50,,
'David Sturges','Email Migration Tool for Office 365 & MS Exchange',Surrey UK,2015,4.0,11-50,,
'COGZ','COGZ enables farmers and growers to sell their surplus and imperfect produce directly to trade buyers.',London UK,2018,1.0,2,,
'Claimer','Help startups claim back up to 33% of their software development (or other costs) under the R&D Tax Credit scheme.',London UK,2019,0.0,5-10,,
'CityMaaS',"'A self-adaptive platform enabling digitally optimised, efficient travel for people with limited mobility from A to B in smart cities.'",London UK,2018,1.0,4,,
'NAVA','NAVA is a dependable city exploration application to personalise content based on individual preferences and interests.',London UK,2017,2.0,5-10,,
'Enterprise League','Enterprise League is a Business Platform for Small and Medium Sized Companies',London UK,2018,1.0,5-10,,
'Coinrule','Coinrule is a beginner-friendly and safe platform to send automated trading instructions to your favourite exchanges',London UK,2018,1.0,5-10,,
'Remote Circle','Work at home jobs.',Edinburgh UK,2018,1.0,2,,
'Copper','Secure custody and prime brokerage of digital assets',London UK,2018,1.0,11-50,,
'Japan Rail Planner','A free tool for planning rail trips around Japan',Leeds UK,2019,0.0,3,,
'Tona',"'Tona is a new workout app built for gym users. We let our users plan and record any workout, track their progress and compete'",London UK,2018,1.0,5-10,,
'YouYaa','AI powered programmatic marketing (very smart display advertising).',London UK,2017,2.0,1,,
'Stackmash','Stackmash keeps you and your team in sync with notifications for events happening inside your app or website',Norwich UK,2019,0.0,2,,
'IMGeospatial',"'IMGeospatial creates market-leading data intelligence products via machine learning, AI and more for multiple industries, globally.'",Slough UK,2015,4.0,11-50,,
'HYPERISE',"'Create dynamic images that personalize to your email recipients and website visitors, on the fly.'",Nottingham UK,2019,0.0,3,,
'High and Wise',"'We are a magazine that highlights opportunities to run your own business, and ways to develop you and your business.'",Bath UK,2019,0.0,1,,
'Kemento','Your life stories... captured... forever.',Bath UK,2018,1.0,1,,
'Autostone',"""The product is mobile car repair  service to customer's homes and work and it provides to fleet customers as well""",Watford UK,2019,0.0,5-10,,
'Luca Robotics',"'Specialising in robot hire, robot sales and consulting for events, exhibitions and education clients.'",Camberley UK,2018,1.0,5-10,,
'NotMP3','NotMP3 team is obsessed with quality software development and continue to extend the collection of free programs.',London UK,2018,1.0,5-10,,
'Pyrismic','Find the perfect remote UI/UX freelancer in just 24 hours.',Brighton UK,2019,0.0,1,,
'Multiorders',"'We provide a multichannel order, shipping and inventory management solution for e-commerce sellers'",London UK,2018,1.0,11-50,,
'ReadCast','Turn your reading list into a podcast',Glasgow UK,2019,0.0,1,,
'FLUX Content',"'On demand quality content experts for Startups, Agencies & Small Businesses'",London UK,2019,0.0,5-10,,
'OpsMatters','The source for News & Information on operational applications & tools',London UK,2018,1.0,1,,
'Ibby',"'Messaging Platform for Marketing, Sales and Support'",Glasgow UK,2014,5.0,5-10,,
'Percept Imagery',"'Percpet Imagery with its cloud based immersive platform is helping the AEC industry accelerate project delivery, reduce costs and rework.'",Brighton UK,2018,1.0,4,,
'Signum Audio','Signum Audio is creating a generation of intuitive plugins using our prowess in DSP engineering.',Edinburgh UK,2017,2.0,4,,
'Seers Group','Seers is the UKs leading data protection & privacy compliance one-stop shop.',London UK,2018,1.0,11-50,,
'Refersoft','A simple affiliate and referral tracking software',Leek UK,2018,1.0,4,,
'SuperPay',"'Making online payments simple, frictionless and fast. No setup costs or contract - start taking payments today'",London UK,2019,0.0,2,,
'Volangua','Volangua is a language school comparison site that aims to make learning a new language available to anyone in the world',London UK,2018,1.0,5-10,,
'Charity Box','A productised web development service for UK charities',Leeds UK,2018,1.0,1,,
'Quuu','Put your content curation on autopilot',London UK,2015,4.0,5-10,,
'Voltaire','A digital cash exchange with BCH pairs.',London UK,2018,1.0,5-10,,
'AccuRx','Bringing patients and their healthcare teams together.',London UK,2016,3.0,5-10,,
'Outdoor Food Club','A sports supplement and outdoor food discovery tool with objective comparisons.',Caernarfon UK,2018,1.0,2,,
'Readology','Readology is a zero-bloat blog site built for the blog-reading experience: A no-bullshit blogging platform',Scotland UK,2019,0.0,1,,
'Capdesk',"'A powerful equity management platform, helping companies digitise cap tables, shareholder registers and employee shares.'",London UK,2015,4.0,11-50,,
'QuoteOnSite',"'Produce beautiful, customised quoting documents'",swansea UK,2017,2.0,3,,
'Upmarketry','Every startup wants to disrupt their industry. Upmarketry gets them the attention they need to do it.',Berkshire UK,2018,1.0,1,,
'Prodigy Finance',"'Prodigy Finance is an online cross-border loan provider, that funds international students attending the world’s top schools.'",London UK,2007,12.0,101-250,,
'Kobocoin',"'A fast, green, mobile cryptocurrency optimised for the African mobile fintech arena!'",London UK,2015,4.0,3,,
'Selfiebot',"'Selfiebot, the premium robotic photo booth'",London UK,2017,2.0,3,,
'Shopper.com','Shopper.com is a community curated discount platform that automatically applies to your shopping cart.',London UK,2018,1.0,11-50,,
'Staff Timer','StaffTimerApp is an Artificial Intelligence driven Time Tracking Solution',London UK,2018,1.0,11-50,,
'Staff Timer App Ltd','StaffTimerApp is an Artificial Intelligence driven Time Tracking Solution',London UK,2018,1.0,11-50,,
'PDFTables',"'Effortlessly convert your PDF Table to Excel online, quickly convert any PDF to Excel, CSV, XML or HTML. Use our API - Free Trial'",London UK,2015,4.0,5-10,,
'hopiin',"'Hopiin is a web events platform that allows organisers to create online meetups, networking events and more.'",London UK,2018,1.0,4,,
'Proplend','Proplend is a fully FCA approved peer to peer lending platform & Innovative ISA manager specialising in secured commercial property loans.',Richmond UK,2014,5.0,11-50,,
